ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,RAM,Storage,ImageURL
HP Pavilion x360 Core i3 11th Gen,4.3,150,16,60000,65853,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kevpwnk0/computer/k/u/3/hp-original-imafvgsb3zhg3g2k.jpeg?q=70
HP Spectre Intel Core i5 11th Gen,0,0,0,111500,155000,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/o/f/7/14-ea0538tu-thin-and-light-laptop-hp-original-imag5zdpveyq9hbh.jpeg?q=70
Lenovo Yoga Slim 7 Pro Intel Evo Core i5 11th Gen,4.2,87,9,69990,107690,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/q/c/-original-imagr6utxjr6javh.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i5 11th Gen,4.2,811,55,46990,64290,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/p/i/-original-imagrh4denyatghe.jpeg?q=70
HP Omen Ryzen 5 Hexa Core 4600H,4.5,856,141,75750,78399,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kctf0cw0/computer/y/n/n/hp-na-gaming-laptop-original-imaftv6nyfyymt8z.jpeg?q=70
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen,4.4,19,3,115500,155900,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/y/n/x360-bf0059tu-thin-and-light-laptop-hp-original-imagh4z7h3f56xxj.jpeg?q=70
DELL Inspiron Core i5 11th Gen,3.8,188,14,49490,62234,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l45xea80/computer/v/c/x/inspiron-3511-thin-and-light-laptop-dell-original-imagf4n2y3uk8jcz.jpeg?q=70
DELL Vostro Core i3 11th Gen,4.1,25,2,36990,52982,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l4x2rgw0/computer/m/n/n/vostro-3420-notebook-dell-original-imagfpq37h38xebf.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70
CHUWI Core i3 10th Gen,4.3,37,7,22990,49990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/3/-original-imagr93z7hudmgwf.jpeg?q=70
ASUS Vivobook 14 Touchscreen Intel P,4.3,168,17,49990,62990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/j/5/-original-imagpxgrvcppmjm5.jpeg?q=70
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,4.3,2211,234,43990,68490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,0,0,0,17990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,27.94 cm (11 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U,3.9,68,5,49990,62990,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/h/s/-original-imagpxgqj6x2zkhe.jpeg?q=70
DELL Core i3 12th Gen,4.1,280,25,39490,62841,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Display: 15.6" FHD WVA AG 120Hz 250 nits Narrow Border,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i5 11th Gen,4.2,811,54,46990,64290,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/p/i/-original-imagrh4denyatghe.jpeg?q=70
ASUS Vivobook 16 (2023) Core i3 13th Gen,4.7,55,4,47990,62990,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/6/j/-original-imagpxgqfz7djerv.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,379,114,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
CHUWI Celeron Dual Core 11th Gen,0,0,0,19490,34990,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/q/-original-imagrfsbcwgjjegf.jpeg?q=70
ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U,4.4,152,25,46990,61990,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/k/k/-original-imagpxgru35rbzwz.jpeg?q=70
DELL Core i3 12th Gen,3.8,44,8,42890,64133,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l1fc0i80/computer/9/5/r/inspiron-3525-thin-and-light-laptop-dell-original-imagczzfezyd7tqs.jpeg?q=70
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,4.3,3560,311,53990,70790,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo IdeaPad 3 Core i3 12th Gen,4.1,345,31,39990,66390,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/m/2/-original-imagpa5gadtkbm6y.jpeg?q=70
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.3,2211,234,47990,86290,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70
Infinix X2 Slim Intel Core i7 11th Gen,4.5,57,11,48990,69990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/k/e/inbook-thin-and-light-laptop-infinix-original-imagpyjduraxwu4m.jpeg?q=70
ASUS Vivobook 14 (2023) Core i3 13th Gen,0,0,0,45990,57990,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/u/-original-imagpxgqbef23gbq.jpeg?q=70
ASUS Vivobook 14 (2023) Core i3 13th Gen,4.4,31,1,45990,57990,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/9/8/-original-imagpxgrmnnwrtzk.jpeg?q=70
MSI Bravo 15 Ryzen 7 Octa Core 5800H,4.4,312,45,57990,72990,AMD Ryzen 7 Octa Core Processor,16 GB DDR RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/h/q/-original-imagrmhu8wvhykb7.jpeg?q=70
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,4.3,821,81,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/u/-original-imaggzes4pd7ptkx.jpeg?q=70
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U,3.9,68,5,49990,62990,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/u/p/-original-imagpxgrxrqsmdqz.jpeg?q=70
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U,3.9,68,5,49990,66990,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/r/7/-original-imagpxgqbu5hmwzs.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70
CHUWI Core i3 10th Gen,4.3,37,7,22990,49990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/3/-original-imagr93z7hudmgwf.jpeg?q=70
Acer Aspire 5 Core i5 11th Gen,4.2,356,38,52190,75999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kruyw7k0/computer/b/6/w/aspire-5-thin-and-light-laptop-acer-original-imag5k3stszyggb3.jpeg?q=70
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen,4.2,633,54,54990,76890,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/m/2/-original-imagpa5gadtkbm6y.jpeg?q=70
Acer Aspire Vero Core i3 13th Gen,4.5,6,1,47990,61999,Intel Core i3 Processor (13th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/q/j/-original-imagq9kdgzau7yar.jpeg?q=70
ASUS Touchscreen Core i3 12th Gen,4.3,44,4,47990,62990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/4/x/vivobook-16x-laptop-asus-original-imaghezywsyju5sf.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,0,0,0,17990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,27.94 cm (11 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
ASUS Vivobook 15 Core i3 11th Gen,4,55,7,37990,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/w/f/vivobook-15-notebook-asus-original-imaggtnyqf5ctfjb.jpeg?q=70
DELL Core i3 11th Gen,0,0,0,45990,60441,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/o/d/-original-imaghum8xyzz5dm2.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,379,114,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
CHUWI Celeron Dual Core 11th Gen,0,0,0,19490,34990,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/q/-original-imagrfsbcwgjjegf.jpeg?q=70
Acer Aspire 3 Core i3 11th Gen,4.3,46,1,38700,49999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l5h2xe80/screen-guard/screen-guard/t/u/j/acer-aspire-3-intel-core-i3-15-6-inch-inch-screen-guards-original-imagg4zyxxuwqfhv.jpeg?q=70
ASUS VivoBook 15 (2021) Core i5 10th Gen,4.3,614,58,45990,64990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/h/v/-original-imagq9hcmgg3etg8.jpeg?q=70
ASUS Core i5 10th Gen,4.2,85,6,51990,64990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/q/o/-original-imag7wjdg4dvcdya.jpeg?q=70
Acer Aspire 3 Core i5 12th Gen,3.8,89,12,47990,67999,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/x/l/-original-imagqbud3jqmhdet.jpeg?q=70
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,4.3,3560,311,53990,70790,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo IdeaPad 3 Core i3 12th Gen,4.1,345,31,39990,66390,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/m/2/-original-imagpa5gadtkbm6y.jpeg?q=70
DELL Vostro Ryzen 5 Quad Core 3500U,4.2,20,3,46490,61740,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kq5iykw0/computer/q/j/2/vostro-3405-thin-and-light-laptop-dell-original-imag48ejkx33d9nn.jpeg?q=70
Lenovo V14 Core i5 11th Gen,4.5,6,1,47000,62000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kt39jm80/computer/s/y/d/na-thin-and-light-laptop-lenovo-original-imag6ghzmz6tzjcn.jpeg?q=70
MSI Bravo 15 Ryzen 7 Octa Core 5800H,4.4,312,45,57990,72990,AMD Ryzen 7 Octa Core Processor,16 GB DDR RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/h/q/-original-imagrmhu8wvhykb7.jpeg?q=70
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,4.3,821,81,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/u/-original-imaggzes4pd7ptkx.jpeg?q=70
realme Book Prime Core i5 11th Gen,4.3,50,7,47999,69999,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/5/d/cloudpro002-thin-and-light-laptop-realme-original-imagzbmewzqubvvn.jpeg?q=70
Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U,4.5,18,4,43990,68990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kxuqdu80/computer/o/u/j/lenovo-core-i5-laptop-lenovo-original-imaga7u8ehmnfggx.jpeg?q=70
ASUS Core i3 13th Gen,4.7,3,0,44990,57990,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/i/t/vivobook-15-2023-laptop-asus-original-imagp4qhapzhzds6.jpeg?q=70
Acer Aspire 5 Core i5 11th Gen,0,0,0,52490,57327,Intel Core i5 Processor (11th Gen),4 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kkh6zrk0/computer/0/j/u/acer-original-imafztjqzju67ddf.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70
CHUWI Core i3 10th Gen,4.3,37,7,22990,49990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/3/-original-imagr93z7hudmgwf.jpeg?q=70
DELL Inspiron 3511 Core i5 11th Gen,4.1,25,4,49490,69226,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l3bx5e80/computer/w/b/h/inspiron-15-3000-laptop-dell-original-imagegyhzfggaagg.jpeg?q=70
ASUS Ryzen 5 Quad Core,0,0,0,50314,62990,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/k/i/vivobook-go-14-laptop-asus-original-imagzmvfu8yzbcud.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,0,0,0,17990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,27.94 cm (11 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
ASUS Vivobook 15 Core i5 11th Gen,4.2,372,31,47990,69990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/h/v/-original-imagq9hcmgg3etg8.jpeg?q=70
realme Book Prime Core i5 11th Gen,3.8,124,16,47999,69999,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/r/5/cloudpro002-thin-and-light-laptop-realme-original-imagzbmdkam2beh6.jpeg?q=70
DELL Core i3 11th Gen,0,0,0,42990,53800,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/l4pxk7k0/computer/n/g/g/inspiron-3511-d560742win9s-laptop-dell-original-imagfjtzjr3hhezv.jpeg?q=70
Acer Aspire Core i5 12th Gen,3.8,89,12,48990,65999,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/x/l/-original-imagqbud3jqmhdet.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,379,114,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
CHUWI Celeron Dual Core 11th Gen,0,0,0,19490,34990,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/q/-original-imagrfsbcwgjjegf.jpeg?q=70
Acer Aspire 3 Ryzen 5 Quad Core 7520U,0,0,0,43700,69900,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/d/n/aspire-3-thin-and-light-laptop-acer-original-imagmmj8hd6nyn56.jpeg?q=70
Infinix X2 Slim Intel Core i7 11th Gen,4.5,57,11,48990,69990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/1/h/inbook-thin-and-light-laptop-infinix-original-imagpyjexehgq3kg.jpeg?q=70
Lenovo IdeaPad 3 Core i3 12th Gen,4.1,345,31,39990,66390,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/m/2/-original-imagpa5gadtkbm6y.jpeg?q=70
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,4.3,3560,311,53990,70790,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS Core i3 12th Gen,0,0,0,43990,54990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/a/a/vivobook-15-x-laptop-asus-original-imagzkgrsgh6jfgh.jpeg?q=70
ASUS Vivobook Ultra K15 Core i3 11th Gen,4.8,20,1,43700,62990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kxnl6kw0/computer/v/s/m/vivobook-15-laptop-asus-original-imaga22gncmq3gch.jpeg?q=70
DELL Inspiron Ryzen 5 Quad Core 3500U,3.6,14,3,47990,60187,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kirr24w0/computer/z/r/b/dell-na-laptop-original-imafyhm5nzfum7jj.jpeg?q=70
DELL Core i3 12th Gen,0,0,0,47500,61000,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/n/v/inspiron-3520-thin-and-light-laptop-dell-original-imagm5skpnwgkmuu.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,410,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70
CHUWI Core i3 10th Gen,4.3,37,7,22990,49990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/3/-original-imagr93z7hudmgwf.jpeg?q=70
DELL Vostro Ryzen 5 Quad Core R5,4.4,80,8,46500,58285,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/krf91u80/computer/2/m/b/na-thin-and-light-laptop-dell-original-imag585xzyrystrc.jpeg?q=70
DELL Vostro 3405 Ryzen 5 Quad Core 3450U,4.3,1035,119,44990,48563,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kirr24w0/computer/d/b/g/dell-na-thin-and-light-laptop-original-imafyhm574qdcnyk.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,0,0,0,17990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,27.94 cm (11 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,410,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
DELL Inspiron Core i3 11th Gen,4.2,467,35,39890,57095,Processor-i3-1115G4 Processor upto 4.1 GHz Speed,RAM & Storage: 8GB DDR4, 256GB SSD, WIN 11 + Office H&S 2021,2x USB 3.2 Gen1 ,1x USB 2.0, HDMI 1.4, SD Card reader, Audio jack, 1 M.2 2230/2280 Slot,https://rukminim2.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
Acer Aspire 5 Core i5 11th Gen,0,0,0,46990,69990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/w/2/a515-56g-thin-and-light-laptop-acer-original-imagrtajjzcz6hyx.jpeg?q=70
ASUS Core i3 13th Gen,0,0,0,44990,57990,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/i/t/vivobook-15-2023-laptop-asus-original-imagp4qhapzhzds6.jpeg?q=70
Acer Aspire 5 Core i5 11th Gen,4.1,188,32,49500,69000,Free upgrade to Windows 11 when available,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,https://rukminim2.flixcart.com/image/312/312/knhsgi80/computer/u/y/4/na-thin-and-light-laptop-acer-original-imag25zfahpqmyjm.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,379,115,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
CHUWI Celeron Dual Core 11th Gen,0,0,0,19490,34990,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/q/-original-imagrfsbcwgjjegf.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i3 12th Gen,0,0,0,45350,64290,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/x/j/15iau7-thin-and-light-laptop-lenovo-original-imagp6za38up2d9n.jpeg?q=70
DELL Inspiron Core i3 11th Gen,4.3,435,38,47500,58567,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
